,Unnamed: 0,lsoa11,index2019,LSOA Code,LSOA Name,Mid-2019 population,Area Sq Km,People per Sq Km
407,407,E01000413,-1.123919738,E01000413,Bexley 018F,"1,380",0.21,6670
408,408,E01000414,-0.367218035,E01000414,Bexley 016E,"1,975",0.29,6706
409,409,E01000415,-0.376777804,E01000415,Bexley 016F,"1,457",0.23,6376
410,410,E01000416,0.118467645,E01000416,Bexley 002A,"1,774",0.18,9938
411,411,E01000417,-0.532603139,E01000417,Bexley 006B,"1,837",0.75,2465
412,412,E01000418,-0.573138583,E01000418,Bexley 002B,"2,065",0.52,4006
413,413,E01000419,-0.641473775,E01000419,Bexley 006C,"1,357",0.26,5146
414,414,E01000420,-0.760458207,E01000420,Bexley 006D,"1,520",0.27,5537
415,415,E01000421,-0.406695056,E01000421,Bexley 009D,"1,477",0.29,5120
416,416,E01000422,-0.294502638,E01000422,Bexley 002C,"1,567",0.1,15038
417,417,E01000423,-1.034639292,E01000423,Bexley 025C,"1,637",0.28,5780
418,418,E01000424,-0.265634807,E01000424,Bexley 026A,"1,671",0.39,4334
419,419,E01000425,0.643478794,E01000425,Bexley 025D,"1,725",0.37,4702
420,420,E01000426,-0.643710894,E01000426,Bexley 026B,"1,594",0.26,6224
421,421,E01000427,-0.210753461,E01000427,Bexley 026C,"2,225",0.41,5464
422,422,E01000428,1.094398864,E01000428,Bexley 027D,"1,860",0.89,2083
423,423,E01000429,0.42858586,E01000429,Bexley 008B,"1,718",0.31,5540
424,424,E01000430,-0.859931702,E01000430,Bexley 008C,"2,238",1.51,1482
425,425,E01000431,-0.038189194,E01000431,Bexley 008D,"1,502",0.15,10253
426,426,E01000432,-0.604947708,E01000432,Bexley 008E,"2,456",0.46,5328
427,427,E01000433,-0.146601794,E01000433,Bexley 008F,"2,073",0.31,6666
428,428,E01000434,0.021609005,E01000434,Bexley 008G,"1,755",1.55,1134
429,429,E01000435,-0.038029116,E01000435,Bexley 010E,"1,458",0.18,8317
430,430,E01000436,-1.111144344,E01000436,Bexley 011E,"1,784",0.28,6438
431,431,E01000437,-0.657383128,E01000437,Bexley 007A,"1,340",0.27,5034
432,432,E01000438,-0.060359298,E01000438,Bexley 007B,"1,751",0.18,9563
433,433,E01000439,0.093398241,E01000439,Bexley 007C,"1,420",0.25,5630
434,434,E01000440,-0.783417822,E01000440,Bexley 007D,"1,423",0.24,5887
435,435,E01000441,0.190592196,E01000441,Bexley 007E,"1,712",0.24,7270
436,436,E01000442,-0.913722467,E01000442,Bexley 006E,"1,663",0.31,5410
437,437,E01000443,-0.135645857,E01000443,Bexley 024B,"1,323",0.27,4832
438,438,E01000444,-0.739566916,E01000444,Bexley 023B,"1,678",1.38,1216
439,439,E01000445,-0.401057085,E01000445,Bexley 024C,"1,684",0.59,2848
440,440,E01000446,-0.730921848,E01000446,Bexley 024D,"1,564",0.28,5584
441,441,E01000447,-0.774840474,E01000447,Bexley 023C,"1,901",0.99,1917
442,442,E01000448,-1.155478935,E01000448,Bexley 023D,"1,324",0.46,2907
443,443,E01000449,-0.957062515,E01000449,Bexley 023E,"1,466",0.46,3211
444,444,E01000450,-0.044908774,E01000450,Bexley 009E,"1,870",0.23,8159
445,445,E01000451,-0.674965178,E01000451,Bexley 009F,"1,734",0.21,8325
446,446,E01000452,-0.608152883,E01000452,Bexley 009G,"1,436",0.16,9014
447,447,E01000453,-0.970743406,E01000453,Bexley 013B,"1,474",0.21,7009
448,448,E01000454,-0.304920641,E01000454,Bexley 013C,"1,682",0.21,8193
