,Unnamed: 0,lsoa11,index2019,LSOA Code,LSOA Name,Mid-2019 population,Area Sq Km,People per Sq Km
8189,8189,E01008405,1.442081345,E01008405,Newcastle upon Tyne 014F,"1,425",0.81,1770
8190,8190,E01008406,-0.090891994,E01008406,Newcastle upon Tyne 023A,"4,159",0.31,13233
8191,8191,E01008407,-0.420266509,E01008407,Newcastle upon Tyne 023B,"4,202",0.29,14621
8192,8192,E01008409,0.119063233,E01008409,Newcastle upon Tyne 017D,"1,565",0.27,5870
8193,8193,E01008410,-0.115478172,E01008410,Newcastle upon Tyne 023D,"2,679",0.47,5696
8194,8194,E01008411,-0.137073702,E01008411,Newcastle upon Tyne 017E,"1,758",0.16,11141
8195,8195,E01008412,0.074305184,E01008412,Newcastle upon Tyne 023E,"1,786",0.17,10695
8196,8196,E01008413,0.561997991,E01008413,Newcastle upon Tyne 023F,"1,596",0.13,11910
8197,8197,E01008415,1.208365503,E01008415,Newcastle upon Tyne 025B,"1,240",0.69,1798
8198,8198,E01008416,0.273031403,E01008416,Newcastle upon Tyne 025C,"1,589",0.3,5366
8199,8199,E01008418,-0.323013518,E01008418,Newcastle upon Tyne 005C,"2,014",0.37,5513
8200,8200,E01008419,-0.097193402,E01008419,Newcastle upon Tyne 006E,"1,478",0.32,4600
8201,8201,E01008420,-0.111446087,E01008420,Newcastle upon Tyne 005D,"1,287",0.26,4975
8202,8202,E01008421,-0.239691242,E01008421,Newcastle upon Tyne 006F,"1,515",0.22,6840
8203,8203,E01008422,-0.071490235,E01008422,Newcastle upon Tyne 005E,"1,606",0.39,4088
8204,8204,E01008423,0.253556382,E01008423,Newcastle upon Tyne 006G,"1,279",0.51,2516
8205,8205,E01008424,-0.041930963,E01008424,Newcastle upon Tyne 005F,"1,640",0.2,8055
8206,8206,E01008425,3.372759431,E01008425,Newcastle upon Tyne 030B,"1,597",0.66,2434
8207,8207,E01008426,2.154983701,E01008426,Newcastle upon Tyne 028C,"1,668",0.24,7056
8208,8208,E01008427,3.214750759,E01008427,Newcastle upon Tyne 030C,"1,113",0.6,1851
8209,8209,E01008428,2.556240037,E01008428,Newcastle upon Tyne 030D,"1,370",0.29,4692
8210,8210,E01008429,3.316279145,E01008429,Newcastle upon Tyne 028D,"1,452",0.39,3708
8211,8211,E01008430,2.25395014,E01008430,Newcastle upon Tyne 020A,"1,260",0.17,7403
8212,8212,E01008431,1.254529296,E01008431,Newcastle upon Tyne 020B,"1,380",0.23,6045
8213,8213,E01008432,2.658265177,E01008432,Newcastle upon Tyne 026G,"1,342",0.32,4165
8214,8214,E01008433,1.582283311,E01008433,Newcastle upon Tyne 020C,"1,334",0.55,2440
8215,8215,E01008434,1.106491532,E01008434,Newcastle upon Tyne 020D,"1,423",0.23,6071
8216,8216,E01008435,1.772635969,E01008435,Newcastle upon Tyne 020E,"1,553",0.25,6262
8217,8217,E01008436,2.550744772,E01008436,Newcastle upon Tyne 020F,"1,445",0.69,2088
8218,8218,E01008437,3.449971576,E01008437,Newcastle upon Tyne 029F,"1,409",0.94,1503
8219,8219,E01008438,2.24981637,E01008438,Newcastle upon Tyne 029G,"1,938",0.63,3070
8220,8220,E01008439,2.750895767,E01008439,Newcastle upon Tyne 024E,"1,768",0.29,6032
8221,8221,E01008441,1.523067821,E01008441,Newcastle upon Tyne 031A,"1,701",0.37,4654
8222,8222,E01008442,0.648336804,E01008442,Newcastle upon Tyne 031B,"1,300",0.26,5096
8223,8223,E01008443,0.465028934,E01008443,Newcastle upon Tyne 014G,"1,336",2.81,476
8224,8224,E01008444,0.703068906,E01008444,Newcastle upon Tyne 031C,"1,423",0.52,2712
8225,8225,E01008445,1.23249382,E01008445,Newcastle upon Tyne 031D,"1,952",0.42,4686
8226,8226,E01008446,0.701170171,E01008446,Newcastle upon Tyne 031E,"1,325",0.31,4301
8227,8227,E01008447,0.744709284,E01008447,Newcastle upon Tyne 031F,"1,237",0.32,3846
8228,8228,E01008448,0.507069013,E01008448,Newcastle upon Tyne 031G,"1,334",0.7,1900
8229,8229,E01008449,-0.252582572,E01008449,Newcastle upon Tyne 022D,"2,056",0.22,9345
8230,8230,E01008450,0.802126087,E01008450,Newcastle upon Tyne 016B,"1,695",0.25,6802
8231,8231,E01008451,0.769605821,E01008451,Newcastle upon Tyne 016C,"1,799",0.24,7397
8232,8232,E01008452,-0.087785927,E01008452,Newcastle upon Tyne 016D,"1,435",0.5,2887
8233,8233,E01008453,0.435045023,E01008453,Newcastle upon Tyne 022E,"1,770",0.38,4669
8234,8234,E01008455,-0.36236895,E01008455,Newcastle upon Tyne 022G,"1,762",0.17,10250
8235,8235,E01008456,1.728824872,E01008456,Newcastle upon Tyne 004B,"1,431",0.28,5140
8236,8236,E01008457,2.460121682,E01008457,Newcastle upon Tyne 004C,"1,609",0.42,3803
8237,8237,E01008458,0.749039992,E01008458,Newcastle upon Tyne 004D,"1,722",15.6,110
8238,8238,E01008459,1.486209121,E01008459,Newcastle upon Tyne 004E,"1,894",0.32,5837
8239,8239,E01008460,1.313951702,E01008460,Newcastle upon Tyne 004F,"1,382",0.57,2415
32627,32627,E01033543,-1.295130299,E01033543,Newcastle upon Tyne 024G,"3,012",0.46,6582
32628,32628,E01033545,-0.889297239,E01033545,Newcastle upon Tyne 024H,"2,316",0.5,4651
32629,32629,E01033547,1.229669934,E01033547,Newcastle upon Tyne 025E,"2,506",1.08,2323
32630,32630,E01033548,0.050533796,E01033548,Newcastle upon Tyne 023G,"1,708",0.25,6751
32631,32631,E01033550,-0.42872502,E01033550,Newcastle upon Tyne 002F,"2,058",0.67,3082
32632,32632,E01033551,-0.190804412,E01033551,Newcastle upon Tyne 002G,"1,771",4.66,380
32633,32633,E01033553,-0.479518554,E01033553,Newcastle upon Tyne 023H,"4,320",0.25,17597
32634,32634,E01033554,-1.049243912,E01033554,Newcastle upon Tyne 024I,"5,080",0.29,17621
32635,32635,E01033556,-0.94098763,E01033556,Newcastle upon Tyne 022H,"4,494",0.49,9217
