lsoa11,index2019
E01001150,-0.715775796
E01001151,-0.432527734
E01001152,-0.669491906
E01001153,-0.638943367
E01001154,-1.141077788
E01001155,0.170910037
E01001156,0.056553516
E01001157,-0.853234051
E01001158,-0.605099455
E01001159,-0.810309423
E01001160,-1.215841089
E01001161,-0.529201196
E01001162,0.397921885
E01001163,-0.474822258
E01001164,-0.149957067
E01001165,-0.878349488
E01001166,-0.722939822
E01001167,-0.465204634
E01001168,-0.394745242
E01001169,-0.21172217
E01001170,0.093337742
E01001171,0.166015652
E01001172,0.058129566
E01001173,-0.36712043
E01001174,-1.223026569
E01001175,-0.226525038
E01001176,-1.115408718
E01001177,-0.649906125
E01001178,0.196854825
E01001179,-0.976641663
E01001180,-0.936512135
E01001181,-0.013192678
E01001182,-1.052571612
E01001183,-0.853473024
E01001184,-1.164209307
E01001185,-0.561225364
E01001186,-0.169250812
E01001187,-0.599861561
E01001188,-0.643963512
E01001189,-0.954931285
E01001190,-0.819625034
E01001191,-0.553416402
E01001192,-0.596955309
E01001193,-0.333104274
E01001194,-1.036126549
E01001195,-1.159537704
E01001196,0.294527956
E01001197,-0.26941673
E01001198,-0.986400583
E01001199,-0.507019228
E01001200,-0.558778466
