lsoa11,index2019
E01009263,0.170169133
E01009264,-0.674741389
E01009265,0.565851361
E01009266,-0.592569567
E01009267,-0.452764616
E01009268,-0.534612254
E01009269,-0.329630976
E01009270,-0.426465532
E01009271,-0.458961062
E01009272,-0.269194732
E01009273,-0.383097658
E01009274,-0.376582962
E01009275,-0.408617812
E01009276,-0.681939804
E01009278,-0.877704026
E01009279,-0.556651156
E01009280,0.091403797
E01009281,1.272953929
E01009282,2.148480184
E01009283,0.448493644
E01009284,-0.942889386
E01009286,-0.945466636
E01009288,0.886704536
E01009289,-0.978092378
E01009290,-1.166007512
E01009291,1.40028904
E01009292,-0.13871183
E01009293,0.161197124
E01009294,0.923547353
E01009295,-0.131455173
E01009296,0.365694536
E01009297,2.076048147
E01009298,1.957967042
E01009299,2.301933741
E01009300,2.000088318
E01009301,2.215553429
E01009302,2.184715719
E01009303,2.154423067
E01009304,1.460955507
E01009305,1.437663153
E01009306,2.524952808
E01009307,1.976318206
E01009308,1.51076783
E01009309,2.048578917
E01009310,1.421322399
E01009311,1.197524218
E01009312,0.113621421
E01009313,0.432842834
E01009314,1.618658516
E01009315,1.262372974
E01009316,0.662882448
E01009317,1.101817154
E01009318,0.715073358
E01009319,0.530145886
E01009320,0.828809454
E01009321,2.181700416
E01009322,2.22153116
E01009323,1.354714666
E01009324,0.392375484
E01009325,-0.430076922
E01009326,-0.850332159
E01009327,-0.470481637
E01009328,-0.224894083
E01009329,0.075702318
E01009331,-0.561012775
E01009332,0.350980746
E01009333,-0.491824944
E01009334,-0.160786061
E01009335,-0.51700882
E01009337,-0.76474081
E01009338,-0.333460199
E01009339,-0.645455278
E01009340,-0.0676236
E01009341,0.19687035
E01009342,0.824330024
E01009343,-0.53452765
E01009344,-0.201134067
E01009345,0.877073239
E01009346,-0.398206134
E01009347,0.081589206
E01009348,-0.519898492
E01009349,-0.448666117
E01009350,-0.570323996
E01009351,-0.689568571
E01009352,0.301832222
E01009353,-0.549971093
E01009354,0.333678036
E01009355,0.155874404
E01009358,0.698804601
E01009359,-0.389968576
E01009360,-0.288416035
E01009361,-0.268008431
E01009362,0.282798951
E01009363,0.13268054
E01009364,0.31135538
E01009365,0.291866777
E01009366,-0.110904459
E01009367,0.063996056
E01009368,0.192073894
E01009371,-0.333881234
E01009372,-0.347301687
E01009373,-0.403445262
E01009374,1.632354962
E01009375,-0.014470922
E01009376,0.462061471
E01009377,0.860597675
E01009378,0.007135047
E01009379,1.591401109
E01009380,-0.22767914
E01009382,-0.294184575
E01009383,0.121020199
E01009384,1.423438621
E01009385,1.005675469
E01009389,-0.243770279
E01009390,1.120335326
E01009391,-0.395804301
E01009392,-0.222646715
E01009393,-0.245852034
E01009394,-0.093796822
E01009395,0.530863045
E01009396,-0.132766898
E01009397,-0.330433576
E01009399,-0.547266113
E01009400,2.459935813
E01009401,1.141914092
E01009403,1.390377695
E01009404,1.780426631
E01009405,1.662879257
E01009406,2.092151995
E01009407,1.000119074
E01009408,1.721449602
E01009409,1.669790665
E01009410,1.630344245
E01009411,0.378840391
E01009412,1.990205555
E01009413,1.282709872
E01009414,0.558377267
E01009415,-0.321403226
E01009416,-0.330349405
E01009417,0.048938849
E01009418,0.330059943
E01009419,0.380646387
E01009420,-0.224631722
E01009421,-0.725267844
E01009422,-0.252662795
E01009423,0.878560021
E01009424,0.966994678
E01009425,0.166412581
E01009426,-0.161134777
E01009427,0.216659101
E01009428,-0.574031408
E01009429,-0.645400273
E01009430,-0.280967318
E01009431,-0.487233488
E01009432,0.396626575
E01009433,-0.368484311
E01009434,-0.173337746
E01009435,-0.138844351
E01009436,-0.325979465
E01009437,-0.129009352
E01009438,-0.071994303
E01009439,-0.041095993
E01009440,0.576702228
E01009441,1.213671048
E01009442,0.183530636
E01009443,0.124056543
E01009444,-0.238436057
E01009445,1.346921561
E01009446,0.301435784
E01009447,0.561373184
E01009448,1.018617394
E01009449,0.515555474
E01009450,-0.124901297
E01009451,0.38707826
E01009452,0.149147778
E01009453,-0.213664416
E01009454,-0.030972845
E01009455,1.151027888
E01009456,-0.10303827
E01009457,-0.629740952
E01009458,1.579331372
E01009459,-0.555243815
E01009460,0.623455195
E01009461,-0.471527154
E01009462,0.426500791
E01009463,-0.025431339
E01009464,-0.338882629
E01009465,-0.258251632
E01009466,0.046554521
E01009467,0.32298073
E01009468,0.085424882
E01009469,-0.322913142
E01009470,-0.452220314
E01009471,0.490014036
E01009472,-0.015758551
E01009473,0.000745795
E01009474,-0.01996706
E01009475,-0.001007559
E01009476,0.325337623
E01009477,-0.276890372
E01009478,-0.002121779
E01009479,-0.249363267
E01009480,-0.130965175
E01009481,-0.399564271
E01009482,-0.441036864
E01009483,-0.396811
E01009484,-0.060082474
E01009485,-0.5908689
E01009486,-0.150620558
E01009487,-0.415647812
E01009488,-0.231897202
E01009489,-0.407924123
E01009490,-0.284858463
E01009491,-0.571064909
E01009492,-0.49314739
E01009493,2.364867204
E01009494,1.802517418
E01009495,2.177616091
E01009496,0.754518145
E01009497,1.553806908
E01009498,2.477077394
E01009499,1.974702019
E01009500,2.138216695
E01009501,1.583896211
E01009502,1.949938076
E01009503,2.55347665
E01009504,0.996555437
E01009505,2.36601464
E01009506,0.663372194
E01009507,1.570796512
E01009508,0.6861457
E01009509,0.799346084
E01009510,2.352727585
E01009511,1.608317416
E01009512,1.369952652
E01009513,1.075797096
E01009514,2.00265704
E01009515,2.257749169
E01009516,1.430918685
E01009517,1.471332319
E01009518,0.361072547
E01009519,0.380533972
E01009520,0.206884617
E01009521,-0.11692009
E01009522,0.73140496
E01009523,1.133695772
E01009524,1.845928939
E01009525,0.300005768
E01009526,0.207381949
E01009527,0.446670298
E01009528,-0.189206262
E01009529,0.107984336
E01009530,0.168612933
E01009531,1.195692666
E01009532,0.553813053
E01009535,0.171394113
E01009536,0.203251228
E01009537,1.241127395
E01009538,1.131391545
E01009539,2.433314548
E01009540,1.085162129
E01009541,1.817477099
E01009542,1.877661961
E01009543,0.314307599
E01009544,1.284522857
E01009548,-0.145997746
E01009549,-0.559404979
E01009550,-0.523561763
E01009552,0.427613826
E01009553,0.122190693
E01009554,0.030631528
E01009555,0.038926792
E01009556,0.413259775
E01009557,-0.183753495
E01009558,0.142550222
E01009559,0.086555109
E01009560,-0.52258632
E01009561,0.586089418
E01009562,-0.195472571
E01009563,-0.620994203
E01009564,0.280754043
E01009565,-0.109585724
E01009566,0.186060599
E01009567,0.52373837
E01009568,-0.542985231
E01009569,0.304654392
E01009570,0.397706405
E01009571,0.838538722
E01009572,-0.228350533
E01009573,0.195968935
E01009574,1.470538051
E01009575,0.019604863
E01009576,1.090349565
E01009577,2.140808005
E01009578,0.353528024
E01009579,1.740450496
E01009580,0.830402848
E01009581,2.329052027
E01009582,0.946024185
E01009583,0.289357524
E01009584,1.207754714
E01009585,1.393853944
E01009586,0.707284284
E01009587,0.041307774
E01009588,1.151416869
E01009589,0.351659755
E01009590,0.925598906
E01009591,0.312831847
E01009592,0.148408872
E01009593,0.564946982
E01009594,0.315807329
E01009596,0.30097278
E01009597,0.292629611
E01009598,0.129759149
E01009599,1.788405034
E01009604,0.629906716
E01009605,1.907786685
E01009606,0.672066099
E01009607,2.31032413
E01009608,1.364947077
E01009609,0.37685983
E01009610,1.239747628
E01009611,0.539527838
E01009612,1.144760835
E01009613,0.330993914
E01009614,0.456295531
E01009615,0.207174038
E01009616,0.268401315
E01009617,1.479353025
E01009618,0.082194341
E01009619,-0.218964338
E01009620,0.284686986
E01009621,0.238166722
E01009622,1.905741078
E01009623,1.112186778
E01009624,0.109996228
E01009625,-0.050670949
E01009626,0.184031999
E01009627,0.315451972
E01009628,0.129912535
E01009629,0.0352487
E01009630,0.273137196
E01009631,1.224835546
E01009632,0.804960233
E01009633,-0.313743389
E01009634,-0.718800718
E01009635,-0.526981453
E01009636,-0.311946592
E01009637,0.316452657
E01009638,1.778944354
E01009639,-0.159596964
E01009640,0.018179275
E01009641,-0.430204597
E01009642,-0.815235506
E01009643,-0.126589122
E01009644,-0.110783065
E01009645,-0.092022895
E01009646,-0.612665072
E01009647,-0.028561376
E01009648,-0.082005189
E01009649,-0.336971693
E01009650,-0.230783587
E01009651,0.541780283
E01009652,-0.030311532
E01009653,0.149371424
E01009654,0.167784099
E01009655,0.673393625
E01009656,1.26238248
E01009657,0.355091239
E01009658,0.362985501
E01009659,0.90747409
E01009660,0.115810043
E01009661,0.0922277
E01009662,0.892074432
E01009663,0.568079182
E01009664,0.349930079
E01009665,-0.190592255
E01009666,-0.28089965
E01009667,-0.313306574
E01009668,0.394290164
E01009669,-0.189229182
E01009670,-0.015797955
E01009671,-0.705963021
E01009672,-0.289175725
E01009674,0.744503787
E01009676,0.151725505
E01009679,0.372329711
E01009681,0.002443332
E01009682,0.12788968
E01009683,0.043549827
E01009684,1.49372912
E01009685,-0.149415572
E01009686,-0.474429179
E01009687,-0.559074383
E01009688,-0.218193756
E01009689,0.11584104
E01009690,-0.045109256
E01009691,-0.22460252
E01009692,-0.134466118
E01009693,-0.271320913
E01009694,-0.737787719
E01009695,0.13442658
E01009696,0.377937683
E01009697,0.024983671
E01009698,-0.196024929
E01009699,0.477311313
E01009700,2.330300321
E01009701,1.424711174
E01009702,2.426733607
E01009703,0.500176341
E01009704,-0.414305932
E01009705,-0.185587064
E01009706,0.093286149
E01009707,-0.012702864
E01009708,0.955769783
E01009709,2.652763567
E01009710,0.172458512
E01009711,0.731793342
E01009712,0.164604864
E01009713,0.482292514
E01009714,0.103325999
E01009715,0.6604258
E01009716,0.27473391
E01009717,0.264246227
E01009718,2.445818627
E01009719,0.527868196
E01009720,0.212111352
E01009721,1.081545265
E01009722,0.548448127
E01009723,0.137048162
E01009724,0.322287345
E01009725,1.678296338
E01009726,0.42596752
E01009727,0.366576735
E01009728,0.410703924
E01009729,0.883691079
E01009730,0.265139677
E01009731,0.738050485
E01009732,0.720908604
E01009733,1.536070165
E01009734,0.999762059
E01009735,0.258433894
E01009736,0.566483918
E01009737,0.329988966
E01009738,0.495116389
E01009739,0.404632892
E01009740,0.940325767
E01009741,1.607873777
E01009742,1.134620065
E01009743,1.076675592
E01009744,1.535186366
E01009745,0.968889807
E01009746,1.951079106
E01009747,1.52873073
E01009748,1.503292579
E01009749,0.989202571
E01009750,0.787948892
E01009751,2.156430362
E01009752,1.63807909
E01009753,1.285777788
E01009754,1.354141335
E01009756,1.270024115
E01009757,1.21647733
E01009758,1.080633873
E01009759,0.778379264
E01009760,1.16718987
E01009762,1.302747924
E01009763,0.753664823
E01009764,0.353957255
E01009765,0.59074352
E01009766,0.684773397
E01009767,0.461378722
E01009768,0.830645049
E01009769,1.162400532
E01009770,0.284056335
E01009771,0.926455501
E01009772,1.476995549
E01009773,1.266051528
E01009774,0.907147539
E01009775,1.072779014
E01009776,0.337480063
E01009777,1.683374495
E01009778,0.487386374
E01009779,1.489628948
E01009780,0.517214745
E01009781,1.497864576
E01009782,1.659720556
E01009783,1.097421528
E01009784,0.539809496
E01009785,1.055616095
E01009786,1.869273177
E01009787,0.796590893
E01009788,1.574033053
E01009789,1.083687584
E01009790,1.458752478
E01009791,0.828726628
E01009792,0.536172229
E01009793,0.503085483
E01009794,0.561266719
E01009795,0.720742904
E01009796,0.494905821
E01009797,0.641061414
E01009798,0.763078051
E01009799,0.080085473
E01009800,0.782159179
E01009801,1.201076934
E01009802,0.664807821
E01009803,0.385998999
E01009804,0.597270767
E01009805,0.472215536
E01009806,0.401417004
E01009807,-0.164132834
E01009808,0.068975114
E01009809,1.294720824
E01009810,0.055370476
E01009811,0.467664628
E01009812,0.126888154
E01009813,1.125566533
E01009814,1.152779565
E01009815,0.283330359
E01009816,0.706200273
E01009817,0.758206006
E01009818,0.79785692
E01009819,0.639130488
E01009820,1.082786098
E01009821,1.027143018
E01009822,1.322787116
E01009823,0.382839292
E01009824,0.734566664
E01009825,1.162881362
E01009826,0.71700835
E01009827,0.440903918
E01009828,0.79856521
E01009829,0.636545478
E01009830,0.821546139
E01009831,1.409239668
E01009832,1.293680178
E01009833,0.812809015
E01009834,1.065413194
E01009835,0.916560907
E01009836,1.751345901
E01009837,0.744083893
E01009838,1.140280003
E01009839,1.909042782
E01009840,1.053408734
E01009841,1.545253944
E01009842,1.693322136
E01009843,1.13228684
E01009844,1.927368684
E01009845,-0.231935826
E01009846,0.23555498
E01009847,0.340654887
E01009848,0.410612309
E01009849,0.694395373
E01009850,0.753394754
E01009851,0.268151145
E01009852,-0.062258808
E01009853,0.620646387
E01009854,0.385799464
E01009855,0.042064514
E01009856,0.993710093
E01009857,0.866223508
E01009858,0.968161716
E01009859,0.176875397
E01009860,0.549187102
E01009861,0.896853442
E01009862,1.1880948
E01009863,0.705667908
E01009864,0.831427619
E01009865,1.839647038
E01009866,1.428595471
E01009867,1.139520102
E01009868,1.115805316
E01009869,0.832088064
E01009870,1.597556658
E01009871,1.037789333
E01009872,1.111434221
E01009873,0.875008461
E01009874,1.1568764
E01009875,1.853971403
E01009876,1.207894577
E01009877,1.536029996
E01009878,1.003850711
E01009879,1.460962897
E01009880,1.31117877
E01009881,2.378876031
E01009882,1.25625583
E01009883,1.301126542
E01009884,1.913657824
E01009885,1.665189579
E01009886,2.786167501
E01009887,0.941517102
E01009888,0.772725453
E01009889,0.946715366
E01009890,0.921934881
E01009891,0.693349958
E01009892,1.255887767
E01009893,0.814196647
E01009894,0.341085661
E01009895,1.151583548
E01009896,0.654367776
E01009897,0.86482659
E01009898,1.423114665
E01009899,0.933128001
E01009900,1.065851736
E01009901,1.24157736
E01009902,0.85969395
E01009903,0.29428712
E01009904,0.466117273
E01009905,0.264051119
E01009906,1.033953324
E01009907,0.854171943
E01009908,0.065406039
E01009909,0.782199155
E01009910,1.403465722
E01009911,0.585615651
E01009912,0.699176669
E01009913,0.81115427
E01009914,0.552696518
E01009915,1.381060321
E01009916,1.072810669
E01009917,0.563721552
E01009918,1.173190691
E01009919,0.435952843
E01009920,0.525832264
E01009921,-0.326560796
E01009922,0.23455405
E01009923,-0.169559939
E01009924,0.093121951
E01009925,-0.17274593
E01009926,0.006869311
E01009927,0.248531781
E01009928,-0.173871477
E01009929,1.034764594
E01009930,0.970818291
E01009931,0.463093306
E01009932,1.838724341
E01009933,0.826956164
E01009934,1.121511847
E01009935,1.178304165
E01009936,0.343831163
E01009937,0.561714268
E01009938,-0.034910385
E01009939,-0.165896742
E01009940,0.407580693
E01009941,0.254291089
E01009942,0.204755113
E01009943,0.665564087
E01009944,0.004500557
E01009946,0.450872627
E01009947,0.294065741
E01009948,-0.247323599
E01009949,-0.52447935
E01009950,0.302316294
E01009951,0.760210469
E01009952,1.912904216
E01009953,1.972064517
E01009954,1.189316082
E01009955,1.742367181
E01009956,1.50446345
E01009957,1.539568468
E01009958,0.406492654
E01009959,0.54084553
E01009960,0.94383223
E01009961,0.130626075
E01009962,1.16365682
E01009963,0.722576414
E01009964,0.436069193
E01009965,1.059275365
E01009966,0.431891552
E01009967,0.691982967
E01009968,-0.502614724
E01009969,0.200186385
E01009970,0.05687862
E01009971,0.683258996
E01009972,-0.457291154
E01009973,-0.442220194
E01009974,-0.687509478
E01009975,-0.262505823
E01009976,-0.21528957
E01009977,-0.063597221
E01009978,1.067135988
E01009979,1.605399608
E01009980,1.216968754
E01009981,0.53513785
E01009982,0.646018127
E01009983,0.926950526
E01009985,0.616050494
E01009986,0.381113835
E01009987,1.755912352
E01009988,0.330973288
E01009989,0.672000948
E01009991,0.903130154
E01009992,0.310017455
E01009993,1.296842477
E01009994,1.180653758
E01009995,1.027140849
E01009996,0.456085234
E01009997,0.688787765
E01009998,0.266387384
E01009999,0.799460116
E01010000,0.151821194
E01010001,0.971154478
E01010002,-0.030079543
E01010003,1.476551339
E01010004,0.761873663
E01010005,0.144564301
E01010006,-0.024916611
E01010007,-0.55792738
E01010008,-0.645440822
E01010009,-0.380660885
E01010010,0.309120529
E01010011,-0.783427258
E01010012,-0.118741918
E01010013,-0.30378985
E01010014,-0.203333932
E01010015,0.001593
E01010016,0.127820181
E01010017,0.975332053
E01010018,0.654735994
E01010019,-0.216589441
E01010020,-0.148171621
E01010021,0.987691083
E01010022,0.313036102
E01010023,0.445353328
E01010024,0.120073886
E01010025,1.146059879
E01010026,0.151905334
E01010027,0.056714696
E01010028,0.810829981
E01010029,1.078121333
E01010030,1.481200683
E01010031,1.586944292
E01010032,1.728069693
E01010033,1.718794393
E01010034,-0.050395842
E01010035,0.223275324
E01010036,0.590781041
E01010037,0.65039843
E01010038,0.834535027
E01010039,0.829859143
E01010040,0.603758761
E01010041,1.169851658
E01010042,1.233556545
E01010043,0.462592609
E01010044,0.859375081
E01010045,1.083711345
E01010046,-0.316149687
E01010047,-0.464750594
E01010048,-0.975121684
E01010049,-0.489592817
E01010050,-0.562531757
E01010051,-0.11287883
E01010052,-0.367349986
E01010053,0.026858549
E01010054,0.92472612
E01010055,-0.793054017
E01010056,0.073539595
E01010057,0.297425324
E01010058,0.713992633
E01010059,0.102793934
E01010060,-0.243732198
E01010061,-0.131896912
E01010062,0.248337729
E01010063,0.432610689
E01010064,0.628066603
E01010065,0.060293661
E01010066,1.064848672
E01010067,0.734186563
E01010068,1.211866334
E01010069,-0.232212121
E01010070,0.623116428
E01010071,0.378894621
E01010072,0.022243626
E01010073,0.578862375
E01010074,0.76033682
E01010075,-0.200177014
E01010076,1.119129424
E01010077,0.730294994
E01010078,0.818920557
E01010079,0.537810651
E01010080,1.362879971
E01010081,0.066484679
E01010082,0.261875759
E01010083,0.77769856
E01010084,1.065166467
E01010085,1.892151047
E01010086,0.765820248
E01010087,0.672250929
E01010088,0.886697054
E01010089,0.72274639
E01010090,1.542514501
E01010091,1.079122518
E01010092,0.932596994
E01010093,0.614776266
E01010094,0.003453658
E01010095,0.298222734
E01010096,0.826444366
E01010097,0.768587618
E01010098,0.975059622
E01010099,0.437129793
E01010100,-0.190946999
E01010101,1.025705665
E01010102,0.018565996
E01010103,0.733668659
E01010104,1.124909067
E01010105,-0.086090938
E01010106,0.878842402
E01010107,1.197548777
E01010108,-0.292570059
E01010109,0.655883221
E01010110,1.750390961
E01010111,2.531429194
E01010112,1.567078649
E01010113,1.986627333
E01010114,1.075809253
E01010115,0.130462785
E01010116,-0.475106854
E01010117,0.606391068
E01010118,0.930918594
E01010119,0.310878589
E01010120,1.237323951
E01010121,0.223281168
E01010122,0.536261504
E01010123,0.289602976
E01010124,0.117945569
E01010125,2.811064353
E01010126,2.493676993
E01010127,1.752216023
E01010128,2.396548263
E01010129,1.985998136
E01010130,2.937917662
E01010131,2.891510659
E01010132,0.236586593
E01010133,0.415137768
E01010134,0.058260849
E01010135,0.658713894
E01010136,-0.153252165
E01010137,0.895224214
E01010138,-0.062589548
E01010139,2.737104232
E01010140,1.964065952
E01010141,2.14474702
E01010142,3.320745147
E01010143,1.813106952
E01010144,1.318789787
E01010145,1.330394705
E01010146,1.365355374
E01010147,2.008830738
E01010148,1.926924202
E01010149,1.602841813
E01010150,-0.363498732
E01010151,0.196585943
E01010152,-0.554612705
E01010153,-0.243428969
E01010154,0.326122916
E01010155,-0.053511566
E01010156,-0.424564808
E01010157,0.145194159
E01010158,1.855411481
E01010159,0.048088868
E01010160,0.347297459
E01010161,0.120640854
E01010162,0.219732554
E01010163,0.062279256
E01010164,-0.246349517
E01010165,0.377910758
E01010166,-0.437147353
E01010167,-0.213432511
E01010168,-0.289180643
E01010169,-0.413173886
E01010170,-0.492065033
E01010171,0.421480525
E01010172,-0.34287657
E01010173,-0.585135259
E01010174,0.4852794
E01010175,0.137148269
E01010176,-0.277018673
E01010177,0.4979415
E01010178,2.365411212
E01010179,0.282699098
E01010180,0.050043433
E01010181,-0.179708123
E01010183,-0.184473748
E01010184,0.28350489
E01010185,-0.856110396
E01010186,-0.756204542
E01010187,-0.830194142
E01010188,-0.955877515
E01010189,-0.47142027
E01010190,-0.514698005
E01010191,-0.529984851
E01010192,-0.211779509
E01010193,-0.766097244
E01010194,-0.538542479
E01010195,-0.691923421
E01010196,-0.561477442
E01010197,-0.740261823
E01010198,-0.19548818
E01010199,-0.252294899
E01010200,0.601928358
E01010201,-0.327379781
E01010202,-0.638321861
E01010203,-0.131853412
E01010204,1.690588399
E01010205,-0.582440913
E01010206,-0.285725495
E01010207,-0.109836578
E01010208,-0.15121171
E01010209,0.161427033
E01010210,-0.179806892
E01010211,0.795969229
E01010212,-0.602216218
E01010213,1.802184307
E01010214,-0.516155113
E01010215,-0.54575003
E01010216,-0.278554597
E01010217,-0.181380543
E01010218,1.093645371
E01010219,0.170655834
E01010220,-0.394787779
E01010221,0.18602879
E01010222,0.086497493
E01010223,0.246463422
E01010225,-0.439214376
E01010226,0.772626379
E01010227,-0.006561597
E01010228,-0.050917599
E01010229,-0.276232797
E01010230,0.467756313
E01010231,-0.414678398
E01010232,0.072484042
E01010233,0.148638085
E01010234,3.456729096
E01010235,1.571236799
E01010236,1.702281745
E01010237,1.202036026
E01010238,2.295624417
E01010239,1.755603527
E01010240,1.937098969
E01010241,0.630926754
E01010242,1.292879835
E01010243,0.417993995
E01010244,1.064611023
E01010245,0.183990696
E01010246,0.10350371
E01010247,0.339439241
E01010248,-0.088671116
E01010249,1.031844014
E01010250,1.717931598
E01010251,0.436212128
E01010252,1.306447255
E01010253,1.418360552
E01010254,1.342954226
E01010255,0.243841907
E01010256,0.851525758
E01010257,-0.061898209
E01010258,1.73604824
E01010259,2.025859463
E01010260,1.664526478
E01010261,1.624743448
E01010262,1.091015109
E01010263,1.162094538
E01010264,1.377264337
E01010265,1.172799671
E01010266,1.565643054
E01010267,0.669756007
E01010268,0.239338177
E01010269,0.340224361
E01010270,0.794148238
E01010271,1.590669425
E01010272,1.807257173
E01010273,1.326978741
E01010274,0.814349532
E01010275,0.850884791
E01010277,1.218280643
E01010279,1.203412746
E01010282,1.272927646
E01010283,1.105592755
E01010284,1.391270673
E01010285,0.724793202
E01010286,1.652105311
E01010287,2.424191305
E01010288,1.755715533
E01010289,1.882213518
E01010290,1.505981884
E01010291,1.420430264
E01010292,2.213495937
E01010293,2.063198119
E01010294,1.912853513
E01010295,1.648389609
E01010296,0.398475174
E01010297,0.105060332
E01010298,1.30167105
E01010299,1.587498253
E01010300,1.976482295
E01010301,1.548669268
E01010302,1.608757976
E01010303,1.545726168
E01010304,1.319489364
E01010305,1.837636071
E01010306,0.735080644
E01010307,0.74232162
E01010308,2.635611116
E01010309,1.44061142
E01010310,1.071467523
E01010311,0.962077284
E01010312,1.074870011
E01010313,0.964144025
E01010314,0.819466518
E01010315,0.687226512
E01010316,1.495573673
E01010317,0.139877892
E01010318,2.186111308
E01010319,0.313519026
E01010320,1.272448343
E01010321,1.491315597
E01010322,1.067810128
E01010323,0.895064185
E01010324,1.22642061
E01010325,1.104722592
E01010326,-0.010407383
E01010327,0.103712144
E01010328,-0.420419259
E01010329,-0.26298559
E01010330,0.030909018
E01010331,-0.531972572
E01010332,-0.28585317
E01010333,-0.52378096
E01010334,-0.592876003
E01010335,0.824396309
E01010336,-0.014153903
E01010337,0.052654467
E01010338,0.441232524
E01010339,-0.260431761
E01010340,0.512516206
E01010341,-0.095594993
E01010342,0.1041684
E01010343,-0.138561041
E01010344,0.006786984
E01010345,0.387260771
E01010346,0.099524123
E01010347,1.626467147
E01010348,0.296911387
E01010349,1.558309604
E01010350,0.377871958
E01010351,0.870858308
E01010352,0.760309441
E01010353,0.977812294
E01010354,1.012603397
E01010355,0.361586448
E01010356,0.412209557
E01010357,-0.45615706
E01010358,0.093606829
E01010359,0.44653497
E01010360,0.070278745
E01010361,0.3658402
E01010362,0.303341402
E01010363,0.947015432
E01010364,0.373432199
E01010365,0.507478986
E01010366,0.670500608
E01010367,0.100588294
E01010368,1.832324422
E01010369,1.897272713
E01010370,1.195659095
E01010371,0.553694866
E01010372,0.398594989
E01010373,-0.2248925
E01010374,0.923885545
E01010375,1.099941222
E01010376,0.992038435
E01010377,1.023907814
E01010378,0.869618394
E01010379,0.674558722
E01010380,1.189016117
E01010381,1.170201589
E01010382,1.287161391
E01010383,2.139559948
E01010384,-0.424887318
E01010385,-0.542278146
E01010386,-0.284496122
E01010387,-0.265479359
E01010388,-0.263808096
E01010389,-0.428188181
E01010390,-0.257309046
E01010391,-0.239475201
E01010392,-0.329456365
E01010393,1.170030295
E01010394,0.927482582
E01010395,0.671107198
E01010396,1.132922098
E01010397,1.496650141
E01010398,1.035580963
E01010399,0.961036348
E01010400,1.861149058
E01010401,1.493730557
E01010402,0.952001052
E01010403,1.605667113
E01010404,1.826607572
E01010405,1.514652181
E01010406,1.501522896
E01010407,1.510361382
E01010408,1.956675974
E01010409,1.409847454
E01010410,0.660199116
E01010411,0.463547366
E01010412,0.526974723
E01010413,1.648991306
E01010414,2.049273173
E01010415,0.711077335
E01010416,1.546838637
E01010417,1.00997692
E01010418,0.555813871
E01010419,0.714565633
E01010420,0.555369003
E01010421,1.586920472
E01010422,1.158665854
E01010423,1.736423272
E01010424,0.845838882
E01010425,1.398937319
E01010426,0.397786485
E01010427,0.406719941
E01010428,-0.168747882
E01010429,-0.099608752
E01010430,0.544267679
E01010431,-0.233542525
E01010432,-0.148610924
E01010433,0.618818418
E01010434,0.767494291
E01010435,0.676884733
E01010436,0.452449146
E01010437,0.176219493
E01010438,0.541640653
E01010439,1.49170489
E01010440,2.039227804
E01010441,1.003518621
E01010442,0.871698371
E01010443,2.189416322
E01010444,1.431502246
E01010445,1.866140698
E01010446,1.612008038
E01010447,2.26680976
E01010448,2.085685783
E01010449,0.175407508
E01010450,0.872159323
E01010451,0.169131843
E01010452,0.422456548
E01010453,0.095920673
E01010454,0.242345705
E01010455,0.685414804
E01010456,1.517255032
E01010457,1.241372147
E01010458,1.273631071
E01010459,0.838746539
E01010460,1.053173684
E01010461,0.459880144
E01010462,1.816249996
E01010463,0.780358856
E01010464,1.414898408
E01010465,0.126048329
E01010466,-0.291927196
E01010467,0.589650519
E01010468,0.1890279
E01010469,0.012194414
E01010470,0.520937988
E01010471,0.498327649
E01010472,0.154509288
E01010473,0.409279984
E01010474,1.971711612
E01010475,0.939538748
E01010476,1.13030611
E01010477,0.677428311
E01010478,0.358063467
E01010479,0.596346465
E01010480,0.263027364
E01010481,1.031660479
E01010482,1.128948305
E01010483,1.262567496
E01010484,1.121516274
E01010485,2.20588831
E01010486,1.135451365
E01010487,-0.077892797
E01010488,0.311728309
E01010489,0.540694226
E01010490,1.141972234
E01010491,0.572310428
E01010492,-0.288492391
E01010493,-0.014620455
E01010494,-0.436002477
E01010495,0.770361735
E01010496,1.024562445
E01010497,0.262234231
E01010498,0.263652564
E01010499,0.884181867
E01010500,0.816242449
E01010501,0.762347321
E01010502,0.24045223
E01010503,1.189583609
E01010504,0.361444019
E01010505,-0.26340579
E01010506,0.868058156
E01010507,0.155280333
E01010508,1.399559019
E01010509,0.603138949
E01010510,0.614094249
E01010511,0.629817124
E01010512,1.185160323
E01010513,0.241722918
E01010514,-0.066940472
E01010515,-0.311778796
E01010516,-0.213351122
E01010517,0.16430756
E01010518,0.294554177
E01010519,0.989228285
E01010520,-0.563631997
E01010521,-0.094346649
E01010522,0.324890475
E01010523,0.386273466
E01010524,0.932386844
E01010525,0.076493612
E01010526,-0.168380086
E01010527,0.173191411
E01010528,-0.080076259
E01010529,0.345703978
E01010530,0.071295369
E01010531,1.636344193
E01010532,1.809919051
E01010533,0.714196903
E01010534,-0.217315371
E01010535,0.638539009
E01010536,-0.004926664
E01010537,0.388570436
E01010538,0.534139805
E01010539,-0.048074692
E01010540,0.145566462
E01010541,1.209680018
E01010542,-0.183954098
E01010543,0.89315535
E01010544,-0.258140055
E01010545,-0.136219437
E01010546,0.823241813
E01010547,-0.099780757
E01010548,0.426964317
